id,track_name,artist_names,cluster,playlist_name
0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),"J. Cole, Cults, Amber Coffman",0,"Dark, Intense Vibe"
0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,0,"Dark, Intense Vibe"
0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,0,"Dark, Intense Vibe"
0G149jkGWKwrPXUGkEDgWM,Numb,21 Savage,0,"Dark, Intense Vibe"
0G9rmRmQDFk9O2tzZLyRkc,Emoji A Chain,Migos,0,"Dark, Intense Vibe"
0GMiRrUnQuoGddKMsxGPIZ,Fear and Friday's,Zach Bryan,0,"Dark, Intense Vibe"
0GQ5bFTVFFKpwNPc7KwQnB,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)","Eminem, Royce Da 5'9"", White Gold",0,"Dark, Intense Vibe"
0Gux2yTMWYOlcBUNjGJu5p,Pull Up N Wreck (& Metro Boomin),"Big Sean, Metro Boomin, 21 Savage",0,"Dark, Intense Vibe"
0GxQ1A5L9xnMOytbP6eKBG,What Lovers Do (feat. SZA),"Maroon 5, SZA",0,"Dark, Intense Vibe"
0H1Had94fszD13qsFsP1U5,Sex with My Ex,Lil Peep,0,"Dark, Intense Vibe"
0H4ugk6rhnXmTl47ayy9O5,Daechwita,Agust D,0,"Dark, Intense Vibe"
0HC6S4VpCGAZvyxTdrMRIQ,De Una Vez,Selena Gomez,0,"Dark, Intense Vibe"
0HEckRWFSknIupbGzavk5d,Hundred,Khalid,0,"Dark, Intense Vibe"
0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,0,"Dark, Intense Vibe"
0HUTL8i4y4MiGCPId7M7wb,Freaks,Surf Curse,0,"Dark, Intense Vibe"
0HYAsQwJIO6FLqpyTeD3l6,Shinunoga E-Wa,Fujii Kaze,0,"Dark, Intense Vibe"
0HZgYFimoJG9Ijy8InUWcV,Bad Reputation (feat. Joe Janiak),"Avicii, Joe Janiak",0,"Dark, Intense Vibe"
0IpnZchq8ek2A6pGEP2Qb1,Bean (Kobe) [feat. Chief Keef],"Lil Uzi Vert, Chief Keef",0,"Dark, Intense Vibe"
0IqKeD8ZSP72KbGYyzEcAs,Take Me To Church,Hozier,0,"Dark, Intense Vibe"
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,0,"Dark, Intense Vibe"
0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,0,"Dark, Intense Vibe"
0JjM9bKm4wrwohMslcm892,Still Be Friends (feat. Tory Lanez & Tyga),"G-Eazy, Tory Lanez, Tyga",0,"Dark, Intense Vibe"
0JoHqmlqE0W0i9prt6kcHR,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","Maluma, Trap Capos, Noriel, Bryant Myers, Juhn",0,"Dark, Intense Vibe"
0JoWBcL61YWLXM5vW0YTHO,Bad Energy,Juice WRLD,0,"Dark, Intense Vibe"
0Li1OuXXfi7950ilZUFGkF,Cardigan,Don Toliver,0,"Dark, Intense Vibe"
